TimeStamp, Channel, Quality, Alpha, Low_beta, High_beta, Gamma, Theta
08.44.42.360, IED_P8, 4, 0.608758, 1.184960, 0.513019, 1.401026, 3.523589 
08.44.42.360, IED_T8, 4, 0.361731, 0.718446, 0.496502, 1.317921, 4.144866 
08.44.42.361, IED_FC6, 4, 0.847089, 0.796640, 0.472812, 1.054113, 15.974107 
08.44.42.361, IED_F4, 4, 0.976651, 0.549887, 0.293262, 0.480392, 10.075429 
08.44.42.362, IED_F8, 4, 3.702242, 2.829134, 0.800954, 0.908988, 56.134477 
08.44.42.362, IED_AF4, 4, 2.088237, 0.972707, 0.369758, 0.531124, 32.913905 
08.44.43.363, IED_AF3, 4, 1.703895, 5.938409, 0.985380, 1.396519, 5.986425 
08.44.43.364, IED_F7, 4, 1.727290, 0.262313, 0.588987, 0.554805, 14.583485 
08.44.43.364, IED_F3, 4, 0.584497, 0.258648, 0.251259, 0.168044, 1.084762 
08.44.43.365, IED_FC5, 4, 0.672645, 0.244065, 0.554284, 0.548538, 5.854492 
08.44.43.366, IED_T7, 4, 0.348508, 0.538027, 0.500582, 0.877519, 1.060388 
08.44.43.367, IED_P7, 4, 0.188572, 0.413535, 0.263509, 0.393752, 0.391204 
08.44.43.367, IED_Pz, 4, 0.397962, 1.057554, 0.436741, 0.451176, 0.781302 
08.44.43.368, IED_O1, 4, 0.397962, 1.057554, 0.436741, 0.451176, 0.781302 
08.44.43.369, IED_O2, 4, 0.686924, 0.725797, 0.866575, 0.576480, 1.220304 
08.44.43.369, IED_P8, 4, 0.694735, 1.268302, 0.727361, 0.968358, 1.181750 
08.44.43.370, IED_T8, 4, 0.556160, 0.794483, 0.721186, 0.819955, 0.707440 
08.44.43.371, IED_FC6, 4, 0.816955, 0.715813, 0.755915, 0.814190, 6.289909 
08.44.43.372, IED_F4, 4, 0.447881, 0.461350, 0.545777, 0.507401, 3.904097 
08.44.43.372, IED_F8, 4, 2.102341, 0.854143, 1.083091, 0.721377, 24.481755 
08.44.43.373, IED_AF4, 4, 2.121063, 0.805345, 0.797013, 0.493918, 17.439514 
08.44.44.374, IED_AF3, 4, 3.122734, 4.393554, 0.746404, 1.264934, 6.373368 
08.44.44.375, IED_F7, 4, 1.522372, 0.775054, 0.436765, 0.295864, 8.819483 
08.44.44.375, IED_F3, 4, 3.388244, 0.788716, 0.677608, 0.349354, 4.272809 
08.44.44.375, IED_FC5, 4, 0.993325, 0.634042, 0.466722, 0.297216, 3.279648 
08.44.44.375, IED_T7, 4, 0.366665, 0.276020, 0.960180, 0.506077, 0.661485 
08.44.44.376, IED_P7, 4, 0.294232, 0.362206, 0.294784, 0.277679, 0.423652 
08.44.44.376, IED_Pz, 4, 0.412283, 0.879873, 0.583499, 0.536416, 0.607865 
08.44.44.377, IED_O1, 4, 0.412283, 0.879873, 0.583499, 0.536416, 0.607865 
08.44.44.377, IED_O2, 4, 0.877196, 0.265969, 0.722580, 0.577041, 0.906049 
08.44.44.377, IED_P8, 4, 1.203676, 0.340893, 0.761003, 0.545644, 1.028852 
08.44.44.378, IED_T8, 4, 0.699279, 0.407722, 0.825742, 0.499257, 1.002066 
08.44.44.378, IED_FC6, 4, 1.600928, 0.558961, 0.693340, 0.711717, 3.194331 
08.44.44.378, IED_F4, 4, 1.377326, 0.291643, 0.435736, 0.292493, 1.997452 
08.44.44.379, IED_F8, 4, 1.904616, 0.724806, 0.628044, 0.664110, 9.714618 
08.44.44.379, IED_AF4, 4, 1.943539, 0.613005, 0.477026, 0.330720, 6.861240 
08.44.45.381, IED_AF3, 4, 8.260130, 5.964108, 1.466040, 1.330413, 10.700566 
08.44.45.381, IED_F7, 4, 1.807729, 0.453912, 0.639812, 0.396651, 14.951591 
08.44.45.382, IED_F3, 4, 0.489451, 0.227924, 0.172393, 0.312560, 1.730547 
08.44.45.382, IED_FC5, 4, 1.235997, 0.363743, 0.377402, 0.457966, 4.963658 
08.44.45.383, IED_T7, 4, 0.382397, 0.443027, 1.002539, 0.621279, 0.591223 
08.44.45.383, IED_P7, 4, 0.375563, 0.525157, 0.343046, 0.309274, 0.324379 
08.44.45.384, IED_Pz, 4, 3.384892, 1.112684, 0.905310, 0.452021, 6.612697 
08.44.45.384, IED_O1, 4, 3.384892, 1.112684, 0.905310, 0.452021, 6.612697 
08.44.45.385, IED_O2, 4, 1.469981, 0.350765, 0.506120, 0.680914, 0.436767 
08.44.45.385, IED_P8, 4, 1.955684, 0.447751, 0.642461, 0.763634, 0.975875 
08.44.45.385, IED_T8, 4, 1.107307, 0.828910, 0.492470, 0.653051, 0.751394 
08.44.45.386, IED_FC6, 4, 1.809477, 0.922085, 0.693543, 0.863621, 6.000331 
08.44.45.387, IED_F4, 4, 1.537114, 0.634467, 0.511781, 0.472203, 3.064733 
08.44.45.387, IED_F8, 4, 2.815724, 1.308838, 1.008488, 0.859044, 21.340114 
08.44.45.387, IED_AF4, 4, 3.337306, 0.441713, 0.493386, 0.575709, 19.188762 
08.44.46.389, IED_AF3, 4, 5.472684, 2.669429, 0.868653, 1.443633, 14.798632 
08.44.46.389, IED_F7, 4, 4.919152, 0.775741, 0.688295, 0.467435, 27.725914 
08.44.46.390, IED_F3, 4, 0.351831, 0.208099, 0.268810, 0.259603, 2.200887 
08.44.46.391, IED_FC5, 4, 2.414066, 0.755399, 0.395627, 0.453474, 10.472522 
08.44.46.392, IED_T7, 4, 0.600522, 0.310287, 0.727648, 1.084488, 2.744277 
08.44.46.392, IED_P7, 4, 0.431614, 0.295823, 0.206719, 0.295837, 1.359363 
08.44.46.393, IED_Pz, 4, 0.655791, 0.677676, 0.522282, 0.802860, 1.836566 
08.44.46.394, IED_O1, 4, 0.655791, 0.677676, 0.522282, 0.802860, 1.836566 
08.44.46.394, IED_O2, 4, 1.640644, 1.483947, 0.830473, 0.747265, 3.134639 
08.44.46.395, IED_P8, 4, 2.813235, 1.502440, 0.901872, 0.782446, 3.595373 
08.44.46.396, IED_T8, 4, 2.119611, 1.236078, 0.795614, 0.573739, 2.478079 
08.44.46.396, IED_FC6, 4, 2.669298, 1.298563, 1.251831, 0.755813, 11.112672 
08.44.46.397, IED_F4, 4, 1.835909, 0.949015, 0.528399, 0.415783, 5.264323 
08.44.46.398, IED_F8, 4, 6.142209, 1.355742, 1.013235, 0.657921, 44.334558 
08.44.46.398, IED_AF4, 4, 4.667006, 1.117999, 0.841380, 0.509699, 29.555696 
08.44.47.399, IED_AF3, 4, 2.981657, 0.940783, 1.853515, 1.273702, 13.172937 
08.44.47.399, IED_F7, 4, 4.064315, 0.662953, 0.551507, 0.846102, 25.321067 
08.44.47.399, IED_F3, 4, 0.532765, 0.264978, 0.176070, 0.261819, 2.926413 
08.44.47.400, IED_FC5, 4, 2.568162, 0.442751, 0.471690, 0.823513, 16.585336 
08.44.47.400, IED_T7, 4, 0.566635, 0.193685, 0.702762, 1.286274, 4.709868 
08.44.47.401, IED_P7, 4, 0.554280, 0.262491, 0.281778, 0.304897, 2.234081 
08.44.47.401, IED_Pz, 4, 1.811767, 0.976934, 1.306765, 0.937246, 4.117034 
08.44.47.401, IED_O1, 4, 1.811767, 0.976934, 1.306765, 0.937246, 4.117034 
08.44.47.402, IED_O2, 4, 0.996432, 0.898770, 0.869777, 2.095402, 3.582361 
08.44.47.402, IED_P8, 4, 1.329922, 1.431896, 0.524307, 1.590502, 4.549171 
08.44.47.402, IED_T8, 4, 0.462817, 1.125011, 0.595733, 1.393476, 4.130819 
08.44.47.403, IED_FC6, 4, 1.613850, 0.485291, 0.646311, 1.198756, 16.753715 
08.44.47.403, IED_F4, 4, 0.630035, 0.232728, 0.488352, 0.561234, 6.217452 
08.44.47.404, IED_F8, 4, 3.623950, 0.817128, 0.620964, 0.866444, 40.270378 
08.44.47.404, IED_AF4, 4, 2.387571, 0.800247, 0.559969, 0.673010, 25.527709 
08.44.48.406, IED_AF3, 4, 2.358950, 1.234246, 1.936796, 1.065955, 1.341386 
08.44.48.406, IED_F7, 4, 1.219429, 0.909409, 0.619191, 0.377729, 3.796618 
08.44.48.407, IED_F3, 4, 0.281011, 0.361088, 0.121855, 0.146897, 0.472735 
08.44.48.407, IED_FC5, 4, 1.036904, 1.133344, 0.450837, 0.421791, 4.095521 
08.44.48.408, IED_T7, 4, 0.993104, 1.334856, 1.257176, 0.686807, 2.013591 
08.44.48.408, IED_P7, 4, 0.414133, 0.392724, 0.343170, 0.202113, 0.740075 
08.44.48.409, IED_Pz, 4, 0.798488, 0.792318, 0.492490, 0.407803, 1.534365 
08.44.48.409, IED_O1, 4, 0.798488, 0.792318, 0.492490, 0.407803, 1.534365 
08.44.48.409, IED_O2, 4, 1.756860, 0.763440, 0.486871, 0.629695, 1.780763 
08.44.48.410, IED_P8, 4, 1.793526, 0.938519, 0.828091, 0.695169, 1.781846 
08.44.48.410, IED_T8, 4, 1.792875, 0.758421, 0.847982, 0.524526, 2.495197 
08.44.48.411, IED_FC6, 4, 1.928717, 1.006963, 1.035713, 0.641258, 3.565578 
08.44.48.411, IED_F4, 4, 1.127375, 0.671803, 0.485715, 0.345982, 2.529559 
08.44.48.412, IED_F8, 4, 1.906292, 0.812194, 0.742601, 0.601398, 6.136799 
08.44.48.412, IED_AF4, 4, 1.286854, 1.077098, 0.644336, 0.440669, 5.302859 
08.44.49.413, IED_AF3, 4, 8.020005, 5.373657, 1.995942, 1.193942, 10.706786 
08.44.49.413, IED_F7, 4, 30.104362, 8.795649, 2.098883, 0.432634, 38.511816 
08.44.49.414, IED_F3, 4, 3.640950, 0.853255, 0.294573, 0.242947, 2.840181 
08.44.49.414, IED_FC5, 4, 39.300579, 14.244335, 3.161320, 0.548127, 50.632866 
08.44.49.415, IED_T7, 4, 37.101569, 11.463254, 2.353049, 0.806549, 46.894951 
08.44.49.415, IED_P7, 4, 10.936627, 3.365196, 0.766529, 0.390380, 14.328578 
08.44.49.416, IED_Pz, 4, 11.251939, 3.435039, 0.959200, 0.927327, 15.643537 
08.44.49.416, IED_O1, 4, 11.251939, 3.435039, 0.959200, 0.927327, 15.643537 
08.44.49.417, IED_O2, 4, 32.173536, 10.473035, 2.508661, 0.899439, 56.509138 
08.44.49.417, IED_P8, 4, 36.024109, 10.695352, 2.834112, 1.077400, 65.373016 
08.44.49.418, IED_T8, 4, 35.392014, 10.479678, 2.655028, 0.570195, 55.578527 
08.44.49.418, IED_FC6, 4, 41.004042, 11.930186, 3.143134, 0.957172, 60.293247 
08.44.49.419, IED_F4, 4, 29.720593, 8.858859, 2.144167, 0.551214, 39.314749 
08.44.49.419, IED_F8, 4, 40.890416, 13.903919, 3.239597, 0.840767, 62.339023 
08.44.49.419, IED_AF4, 4, 37.440667, 11.392373, 2.743686, 0.675626, 50.088855 
08.44.50.420, IED_AF3, 4, 4.397957, 4.990412, 3.016160, 1.309979, 6.098334 
08.44.50.420, IED_F7, 4, 7.285016, 4.211542, 1.769443, 0.505830, 33.636190 
08.44.50.420, IED_F3, 4, 0.895187, 0.793437, 0.310799, 0.285899, 2.444615 
08.44.50.421, IED_FC5, 4, 6.165396, 5.322061, 2.565138, 0.520167, 20.084762 
08.44.50.421, IED_T7, 4, 4.103126, 5.899170, 3.008254, 0.789245, 9.103558 
08.44.50.422, IED_P7, 4, 2.583130, 2.080369, 0.770432, 0.241167, 2.538305 
08.44.50.422, IED_Pz, 4, 3.248551, 2.140309, 0.764627, 0.604527, 2.802758 
08.44.50.422, IED_O1, 4, 3.248551, 2.140309, 0.764627, 0.604527, 2.802758 
08.44.50.423, IED_O2, 4, 5.885072, 5.788577, 2.341372, 0.912898, 8.658616 
08.44.50.423, IED_P8, 4, 5.711793, 5.600459, 2.751240, 0.868333, 10.184117 
08.44.50.424, IED_T8, 4, 3.162799, 4.413391, 2.738121, 0.768283, 9.324514 
08.44.50.424, IED_FC6, 4, 6.726135, 6.059811, 3.994625, 1.076182, 23.060694 
08.44.50.424, IED_F4, 4, 3.918831, 3.652911, 1.993427, 0.519240, 15.200054 
08.44.50.425, IED_F8, 4, 12.567697, 5.845396, 2.789737, 0.874736, 48.116399 
08.44.50.425, IED_AF4, 4, 10.135448, 5.474654, 2.505562, 0.578479, 37.545648 
08.44.51.427, IED_AF3, 4, 6.168373, 2.639524, 2.195107, 0.831560, 9.863667 
08.44.51.427, IED_F7, 4, 10.033249, 1.009716, 0.735795, 0.512801, 49.615763 
08.44.51.428, IED_F3, 4, 0.550880, 0.186733, 0.196762, 0.186050, 3.214433 
08.44.51.428, IED_FC5, 4, 12.135195, 0.513383, 0.840607, 1.866304, 68.577935 
08.44.51.429, IED_T7, 4, 1.143485, 0.842988, 0.325224, 0.577614, 4.426506 
08.44.51.430, IED_P7, 4, 1.456421, 0.396139, 0.323026, 0.276634, 2.285393 
08.44.51.430, IED_Pz, 4, 1.552790, 0.457027, 0.636906, 0.564945, 2.256502 
08.44.51.431, IED_O1, 4, 1.552790, 0.457027, 0.636906, 0.564945, 2.256502 
08.44.51.431, IED_O2, 4, 2.808990, 1.170979, 0.602150, 0.822384, 4.546241 
08.44.51.431, IED_P8, 4, 2.376853, 1.332430, 0.529506, 0.808274, 4.982174 
08.44.51.432, IED_T8, 4, 1.999602, 1.898302, 0.536780, 0.543256, 8.214439 
08.44.51.432, IED_FC6, 4, 3.586489, 0.766867, 0.793523, 0.420822, 8.949524 
08.44.51.433, IED_F4, 4, 1.349753, 0.365500, 0.359405, 0.306979, 6.594890 
08.44.51.433, IED_F8, 4, 5.567145, 0.539999, 0.553364, 0.744576, 43.914904 
08.44.51.434, IED_AF4, 4, 3.526746, 0.842968, 0.490748, 0.300530, 19.714969 
08.44.52.434, IED_AF3, 4, 6.810718, 9.821029, 2.463630, 1.589977, 18.738794 
08.44.52.434, IED_F7, 4, 1.652499, 1.418267, 1.155855, 0.883242, 20.319387 
08.44.52.435, IED_F3, 4, 0.246371, 0.382892, 0.257173, 0.239965, 5.063647 
08.44.52.435, IED_FC5, 4, 3.799376, 0.765948, 0.929796, 1.145406, 28.238736 
08.44.52.435, IED_T7, 4, 1.352694, 1.092637, 0.417008, 1.061362, 6.586707 
08.44.52.436, IED_P7, 4, 0.633197, 0.453339, 0.220154, 0.479923, 2.852304 
08.44.52.436, IED_Pz, 4, 1.208801, 1.207129, 0.496670, 0.637738, 4.325191 
08.44.52.437, IED_O1, 4, 1.208801, 1.207129, 0.496670, 0.637738, 4.325191 
08.44.52.437, IED_O2, 4, 1.154608, 1.662049, 0.654901, 1.022348, 3.758550 
08.44.52.438, IED_P8, 4, 0.892474, 2.698725, 0.993912, 1.677338, 3.057522 
08.44.52.439, IED_T8, 4, 0.789444, 1.483804, 0.744614, 1.220247, 3.047574 
08.44.52.439, IED_FC6, 4, 1.181295, 1.415859, 1.321087, 0.753746, 10.337566 
08.44.52.440, IED_F4, 4, 0.658844, 0.891262, 0.720742, 0.501468, 10.705251 
08.44.52.440, IED_F8, 4, 1.905596, 1.711957, 1.321253, 1.227601, 21.224887 
08.44.52.441, IED_AF4, 4, 0.831230, 1.549220, 1.058025, 0.613408, 20.940859 
08.44.53.442, IED_AF3, 4, 9.018034, 5.162852, 2.846814, 2.397330, 22.422153 
08.44.53.442, IED_F7, 4, 18.764875, 12.820835, 5.556117, 5.593544, 134.049284 
08.44.53.443, IED_F3, 4, 18.558688, 12.970253, 9.491924, 2.471849, 303.220979 
08.44.53.443, IED_FC5, 4, 10.614706, 3.970759, 3.632113, 2.873793, 175.672357 
08.44.53.443, IED_T7, 4, 5.552859, 3.479107, 2.780792, 2.391920, 39.006686 
08.44.53.444, IED_P7, 4, 3.057222, 1.276849, 1.915838, 2.735426, 14.287309 
08.44.53.444, IED_Pz, 4, 4.347063, 3.572732, 2.996129, 3.228781, 17.692084 
08.44.53.444, IED_O1, 4, 4.347063, 3.572732, 2.996129, 3.228781, 17.692084 
08.44.53.445, IED_O2, 4, 7.225998, 7.697469, 4.123744, 5.726363, 33.087407 
08.44.53.445, IED_P8, 4, 8.481233, 8.012485, 4.697321, 5.231360, 42.077794 
08.44.53.446, IED_T8, 4, 7.033929, 6.376250, 3.975323, 3.469919, 50.047022 
08.44.53.446, IED_FC6, 4, 8.495218, 6.741085, 3.199777, 4.790600, 67.908820 
08.44.53.447, IED_F4, 4, 7.704373, 5.079899, 1.686833, 2.256294, 61.834710 
08.44.53.448, IED_F8, 4, 47.816380, 20.268982, 15.886150, 12.054842, 184.531721 
08.44.53.448, IED_AF4, 4, 9.513795, 4.952326, 2.353252, 2.416400, 89.651801 
08.44.54.449, IED_AF3, 4, 8.003142, 5.268496, 2.822016, 1.608042, 13.515321 
08.44.54.449, IED_F7, 4, 11.355487, 3.427280, 3.396714, 2.799440, 60.596111 
08.44.54.450, IED_F3, 4, 10.621473, 10.741025, 12.928038, 3.653094, 89.309128 
08.44.54.450, IED_FC5, 4, 16.208022, 8.535178, 2.362257, 2.118690, 109.427075 
08.44.54.451, IED_T7, 4, 15.147745, 8.599525, 1.973720, 1.565338, 33.658201 
08.44.54.451, IED_P7, 4, 9.747138, 6.184917, 0.855843, 1.122452, 18.112865 
08.44.54.452, IED_Pz, 4, 6.365239, 9.373111, 1.125519, 1.222447, 21.499746 
08.44.54.452, IED_O1, 4, 6.365239, 9.373111, 1.125519, 1.222447, 21.499746 
08.44.54.452, IED_O2, 4, 13.142548, 6.347597, 1.509435, 1.083346, 44.814559 
08.44.54.453, IED_P8, 4, 15.501565, 8.177157, 1.574858, 1.781550, 49.203248 
08.44.54.453, IED_T8, 4, 13.555759, 7.977483, 1.847704, 2.081730, 36.965220 
08.44.54.453, IED_FC6, 4, 14.465384, 4.848126, 2.320659, 2.562540, 57.060682 
08.44.54.454, IED_F4, 4, 11.924497, 4.332196, 1.506299, 1.031487, 45.390697 
08.44.54.454, IED_F8, 4, 48.291148, 17.717828, 5.373316, 3.746368, 113.172963 
08.44.54.455, IED_AF4, 4, 12.253792, 6.225874, 1.684148, 1.322405, 50.165375 
08.44.55.455, IED_AF3, 4, 4.774358, 5.650211, 1.179445, 0.874559, 16.291972 
08.44.55.455, IED_F7, 4, 2.968851, 1.319548, 0.506431, 0.720388, 37.103839 
08.44.55.455, IED_F3, 4, 13.372761, 3.021081, 0.505505, 0.442693, 53.852200 
08.44.55.456, IED_FC5, 4, 1.508525, 1.262694, 0.548064, 0.774831, 20.816873 
08.44.55.457, IED_T7, 4, 1.035210, 1.130755, 0.847021, 1.166149, 2.485211 
08.44.55.457, IED_P7, 4, 0.708010, 0.537877, 0.394260, 0.406958, 1.033795 
08.44.55.457, IED_Pz, 4, 0.664963, 0.689464, 0.523262, 0.641544, 1.436253 
08.44.55.458, IED_O1, 4, 0.664963, 0.689464, 0.523262, 0.641544, 1.436253 
08.44.55.458, IED_O2, 4, 1.264848, 0.736865, 0.678884, 0.679668, 3.556068 
08.44.55.459, IED_P8, 4, 1.967858, 1.942167, 1.339475, 1.303140, 3.523243 
08.44.55.459, IED_T8, 4, 1.335620, 2.708914, 1.742923, 1.970232, 3.582759 
08.44.55.460, IED_FC6, 4, 1.507495, 1.261524, 1.154474, 1.078649, 16.395064 
08.44.55.461, IED_F4, 4, 0.974843, 0.743901, 0.549817, 0.578485, 9.942338 
08.44.55.461, IED_F8, 4, 8.788377, 4.481182, 2.068889, 1.515228, 69.604641 
08.44.55.461, IED_AF4, 4, 2.777094, 1.082589, 0.624946, 0.698159, 42.427182 
08.44.56.462, IED_AF3, 4, 47.854922, 11.273320, 4.715398, 2.298575, 58.486574 
08.44.56.462, IED_F7, 4, 30.328944, 6.612517, 2.189003, 1.148139, 114.652408 
08.44.56.463, IED_F3, 4, 3.492303, 1.521823, 0.873506, 0.451991, 7.754475 
08.44.56.463, IED_FC5, 4, 36.645555, 9.366071, 2.569365, 1.337709, 138.408638 
08.44.56.464, IED_T7, 4, 28.924739, 9.305259, 1.609056, 1.179152, 83.023641 
08.44.56.464, IED_P7, 4, 11.376801, 3.578445, 1.106374, 0.769755, 26.645476 
08.44.56.464, IED_Pz, 4, 16.207068, 4.657195, 1.744764, 1.449043, 31.160163 
08.44.56.466, IED_O1, 4, 16.207068, 4.657195, 1.744764, 1.449043, 31.160163 
08.44.56.466, IED_O2, 4, 29.686784, 9.056328, 2.391840, 2.111035, 83.138910 
08.44.56.467, IED_P8, 4, 30.307132, 8.727302, 2.123201, 2.200698, 95.744111 
08.44.56.467, IED_T8, 4, 25.601560, 8.027541, 2.675625, 2.421228, 87.671769 
08.44.56.468, IED_FC6, 4, 37.116735, 8.297866, 3.310816, 1.906791, 125.893401 
08.44.56.468, IED_F4, 4, 29.342656, 7.173635, 2.484879, 1.038471, 112.856770 
08.44.56.469, IED_F8, 4, 42.781574, 6.363671, 3.141182, 1.453047, 154.941494 
08.44.56.470, IED_AF4, 4, 37.311099, 8.416438, 2.815702, 1.154956, 171.654573 
08.44.57.470, IED_AF3, 4, 15.621432, 6.527440, 3.321460, 1.032492, 22.557186 
08.44.57.471, IED_F7, 4, 10.457904, 4.297537, 5.103516, 0.773279, 126.283578 
08.44.57.471, IED_F3, 4, 1.625059, 0.931243, 1.062534, 0.543878, 2.447699 
08.44.57.472, IED_FC5, 4, 16.497728, 5.338262, 6.359237, 0.778586, 109.830283 
08.44.57.473, IED_T7, 4, 18.877228, 4.653259, 6.324637, 1.021717, 48.976926 
08.44.57.474, IED_P7, 4, 6.198062, 1.533257, 1.642805, 0.329627, 13.018040 
08.44.57.474, IED_Pz, 4, 6.828447, 1.171687, 1.880470, 0.566941, 12.965478 
08.44.57.475, IED_O1, 4, 6.828447, 1.171687, 1.880470, 0.566941, 12.965478 
08.44.57.475, IED_O2, 4, 22.492031, 4.116184, 5.984844, 1.646309, 40.737715 
08.44.57.476, IED_P8, 4, 23.618572, 4.730596, 6.287858, 1.090459, 47.522617 
08.44.57.476, IED_T8, 4, 18.266070, 4.257561, 6.347044, 0.935544, 46.675683 
08.44.57.477, IED_FC6, 4, 17.277407, 5.674578, 6.871188, 1.356982, 101.452267 
08.44.57.477, IED_F4, 4, 13.410508, 3.948458, 4.772094, 0.710140, 74.653727 
08.44.57.478, IED_F8, 4, 16.342000, 5.276134, 7.633887, 1.148039, 152.318116 
08.44.57.478, IED_AF4, 4, 13.145470, 5.899540, 6.147799, 0.821300, 141.227299 
08.44.58.479, IED_AF3, 4, 1.954992, 3.001622, 3.427660, 0.798715, 22.708575 
08.44.58.479, IED_F7, 4, 2.222947, 1.285536, 0.782881, 0.722694, 35.770962 
08.44.58.479, IED_F3, 4, 0.704085, 0.439315, 0.224461, 0.171274, 2.209155 
08.44.58.480, IED_FC5, 4, 0.927016, 0.494466, 0.599460, 0.726203, 17.064961 
08.44.58.482, IED_T7, 4, 0.348602, 0.448583, 0.500178, 0.830696, 1.537847 
08.44.58.482, IED_P7, 4, 0.340720, 0.155997, 0.225748, 0.285479, 0.632160 
08.44.58.482, IED_Pz, 4, 0.639267, 0.518087, 0.241748, 0.680744, 0.728334 
08.44.58.483, IED_O1, 4, 0.639267, 0.518087, 0.241748, 0.680744, 0.728334 
08.44.58.483, IED_O2, 4, 0.456611, 1.541595, 1.628223, 0.606958, 1.227127 
08.44.58.484, IED_P8, 4, 1.104133, 1.056728, 1.248631, 0.939730, 1.121508 
08.44.58.484, IED_T8, 4, 0.715826, 0.320161, 0.704106, 0.832669, 1.496834 
08.44.58.485, IED_FC6, 4, 1.029590, 0.431530, 0.860554, 1.033143, 11.867034 
08.44.58.485, IED_F4, 4, 0.834059, 0.723574, 0.618828, 0.689528, 9.590035 
08.44.58.486, IED_F8, 4, 4.516965, 1.054725, 0.952076, 1.055701, 51.496449 
08.44.58.486, IED_AF4, 4, 4.041852, 1.598055, 1.003853, 0.800806, 44.291483 
08.44.59.488, IED_AF3, 4, 10.335071, 8.909924, 1.196849, 1.101965, 17.013533 
08.44.59.488, IED_F7, 4, 3.635232, 7.814043, 0.782554, 0.533306, 73.480521 
08.44.59.489, IED_F3, 4, 5.172985, 3.897452, 0.314413, 0.204235, 5.530948 
08.44.59.489, IED_FC5, 4, 2.048792, 8.856473, 0.918242, 0.631758, 54.498668 
08.44.59.490, IED_T7, 4, 1.533175, 9.432686, 1.121826, 0.744896, 30.024560 
08.44.59.491, IED_P7, 4, 0.857110, 4.133409, 0.506985, 0.244778, 8.053611 
08.44.59.491, IED_Pz, 4, 1.136050, 4.899754, 0.870611, 0.437614, 7.165111 
08.44.59.492, IED_O1, 4, 1.136050, 4.899754, 0.870611, 0.437614, 7.165111 
08.44.59.493, IED_O2, 4, 1.790022, 10.271131, 1.016014, 1.006923, 23.224916 
08.44.59.493, IED_P8, 4, 1.884328, 9.545466, 1.401177, 1.400869, 27.441714 
08.44.59.494, IED_T8, 4, 1.517597, 8.958510, 1.231744, 1.052650, 30.161791 
08.44.59.494, IED_FC6, 4, 2.800801, 8.616452, 1.056341, 0.783193, 49.535339 
08.44.59.495, IED_F4, 4, 2.243448, 6.719471, 0.690643, 0.469091, 42.524282 
08.44.59.495, IED_F8, 4, 4.659043, 10.532153, 1.014161, 0.744228, 93.752381 
08.44.59.496, IED_AF4, 4, 5.027095, 8.574468, 0.894699, 0.706520, 88.243325 
08.45.00.496, IED_AF3, 4, 5.166506, 4.362007, 1.942426, 0.741311, 17.977055 
08.45.00.497, IED_F7, 4, 1.636163, 2.930296, 1.002693, 0.499469, 13.542088 
08.45.00.499, IED_F3, 4, 0.242690, 0.392232, 0.192946, 0.250527, 1.074325 
08.45.00.499, IED_FC5, 4, 2.440369, 3.868083, 0.825793, 0.482834, 18.936332 
08.45.00.500, IED_T7, 4, 2.594191, 3.513318, 1.330249, 0.612118, 13.982953 
08.45.00.501, IED_P7, 4, 0.817742, 1.105340, 0.418061, 0.198037, 4.530418 
08.45.00.502, IED_Pz, 4, 1.350323, 1.103152, 0.479074, 0.409577, 4.159027 
08.45.00.503, IED_O1, 4, 1.350323, 1.103152, 0.479074, 0.409577, 4.159027 
08.45.00.504, IED_O2, 4, 3.416358, 3.353418, 1.249977, 1.249638, 15.780274 
08.45.00.505, IED_P8, 4, 2.723510, 3.098143, 1.720111, 0.807219, 20.393671 
08.45.00.505, IED_T8, 4, 2.428466, 2.345043, 1.175232, 0.639997, 15.041326 
08.45.00.506, IED_FC6, 4, 2.897827, 3.107585, 0.908306, 0.910736, 20.167135 
08.45.00.507, IED_F4, 4, 1.865757, 2.630454, 0.581341, 0.375601, 12.903377 
08.45.00.508, IED_F8, 4, 2.220615, 3.454676, 0.648856, 0.660613, 21.133754 
08.45.00.508, IED_AF4, 4, 1.885685, 3.053486, 0.635377, 0.530064, 16.244556 
08.45.01.509, IED_AF3, 4, 4.340700, 2.268681, 3.731003, 1.408745, 7.405064 
08.45.01.509, IED_F7, 4, 11.371795, 3.183843, 4.850245, 4.825111, 146.789525 
08.45.01.510, IED_F3, 4, 0.647235, 0.330990, 0.526857, 0.490201, 5.292550 
08.45.01.510, IED_FC5, 4, 9.113792, 8.715054, 8.846362, 10.009093, 176.020937 
08.45.01.511, IED_T7, 4, 2.805348, 1.999755, 1.919230, 4.213784, 15.581888 
08.45.01.512, IED_P7, 4, 0.832409, 0.862449, 0.511858, 1.052903, 5.601853 
08.45.01.513, IED_Pz, 4, 0.749627, 1.044356, 1.110600, 1.498529, 4.916223 
08.45.01.514, IED_O1, 4, 0.749627, 1.044356, 1.110600, 1.498529, 4.916223 
08.45.01.514, IED_O2, 4, 1.363203, 1.421958, 1.630973, 2.427956, 11.095597 
08.45.01.514, IED_P8, 4, 2.413863, 1.404147, 1.429731, 3.353206, 13.374374 
08.45.01.515, IED_T8, 4, 2.942009, 1.899195, 1.428284, 2.345489, 14.477103 
08.45.01.516, IED_FC6, 4, 3.127159, 4.213268, 3.605702, 8.233210, 18.069506 
