TimeStamp, Channel, Quality, Alpha, Low_beta, High_beta, Gamma, Theta
08.53.16.696, IED_P7, 4, 0.373223, 0.352432, 0.214920, 0.253152, 0.089335 
08.53.16.696, IED_Pz, 4, 0.836347, 0.597351, 0.313219, 0.382672, 0.418001 
08.53.16.697, IED_O1, 4, 0.836347, 0.597351, 0.313219, 0.382672, 0.418001 
08.53.16.697, IED_O2, 4, 2.820637, 2.301659, 1.044187, 1.593582, 0.673993 
08.53.16.697, IED_P8, 4, 1.930318, 2.342603, 0.847224, 0.957788, 0.546824 
08.53.16.698, IED_T8, 4, 1.814564, 1.410260, 0.637428, 1.248099, 0.778152 
08.53.16.698, IED_FC6, 4, 1.455878, 1.294658, 1.414527, 0.988870, 6.504283 
08.53.16.699, IED_F4, 4, 1.203935, 0.875220, 0.427449, 0.345036, 3.680022 
08.53.16.699, IED_F8, 4, 2.649233, 2.055190, 0.769592, 0.674683, 20.622944 
08.53.16.700, IED_AF4, 4, 2.697236, 1.337293, 0.314376, 0.394459, 18.021163 
08.53.17.700, IED_AF3, 4, 2.538013, 5.016308, 3.202833, 2.115804, 16.184724 
08.53.17.700, IED_F7, 4, 0.729008, 0.605559, 0.517262, 0.466427, 0.538126 
08.53.17.701, IED_F3, 4, 0.461790, 0.279972, 0.155848, 0.233032, 0.843051 
08.53.17.702, IED_FC5, 4, 0.711804, 0.496475, 0.447343, 0.509787, 1.094502 
08.53.17.702, IED_T7, 4, 0.433920, 0.477430, 0.517631, 0.878764, 0.513417 
08.53.17.704, IED_P7, 4, 0.294889, 0.126284, 0.198755, 0.333367, 0.190285 
08.53.17.704, IED_Pz, 4, 0.579867, 0.524118, 0.395946, 0.569855, 0.132789 
08.53.17.704, IED_O1, 4, 0.579867, 0.524118, 0.395946, 0.569855, 0.132789 
08.53.17.705, IED_O2, 4, 1.058638, 1.930373, 1.368315, 1.629753, 0.701479 
08.53.17.705, IED_P8, 4, 1.085399, 1.472248, 0.999404, 0.922671, 1.474351 
08.53.17.706, IED_T8, 4, 1.383290, 0.982571, 0.814876, 0.789682, 1.313378 
08.53.17.707, IED_FC6, 4, 1.334289, 1.336534, 0.877838, 1.348654, 1.416315 
08.53.17.707, IED_F4, 4, 0.788306, 0.671805, 0.371098, 0.499469, 1.354811 
08.53.17.708, IED_F8, 4, 0.974796, 0.897737, 1.074525, 0.882424, 1.248176 
08.53.17.709, IED_AF4, 4, 0.702456, 0.606264, 0.443421, 0.456011, 0.883056 
08.53.18.709, IED_AF3, 4, 2.312185, 1.926709, 3.546761, 2.829647, 4.745180 
08.53.18.709, IED_F7, 4, 1.122469, 0.190245, 0.941505, 0.509409, 0.578524 
08.53.18.710, IED_F3, 4, 0.553218, 0.123083, 0.329323, 0.194859, 0.435016 
08.53.18.710, IED_FC5, 4, 0.571152, 0.289308, 0.858585, 0.534594, 0.583965 
08.53.18.711, IED_T7, 4, 0.469620, 0.388756, 0.680591, 0.534892, 0.568276 
08.53.18.711, IED_P7, 4, 0.206041, 0.618313, 0.334399, 0.296439, 0.294341 
08.53.18.712, IED_Pz, 4, 0.446363, 0.976916, 0.542448, 0.714446, 0.229876 
08.53.18.712, IED_O1, 4, 0.446363, 0.976916, 0.542448, 0.714446, 0.229876 
08.53.18.713, IED_O2, 4, 0.552410, 0.906031, 1.210012, 1.545014, 0.455748 
08.53.18.713, IED_P8, 4, 0.690488, 1.140662, 1.237629, 1.087667, 0.974115 
08.53.18.714, IED_T8, 4, 0.661679, 0.486591, 0.799389, 0.964343, 0.574709 
08.53.18.714, IED_FC6, 4, 0.681183, 0.692223, 1.643155, 1.395078, 2.299272 
08.53.18.715, IED_F4, 4, 0.709826, 0.293846, 0.672097, 0.448681, 1.262728 
08.53.18.715, IED_F8, 4, 1.865682, 0.828473, 1.753358, 0.707364, 4.134813 
08.53.18.716, IED_AF4, 4, 1.286772, 0.440498, 0.926780, 0.463957, 2.677129 
08.53.19.716, IED_AF3, 4, 6.437147, 9.163384, 2.998280, 3.059052, 7.421474 
08.53.19.716, IED_F7, 4, 1.029302, 0.546098, 0.382542, 0.470227, 2.475540 
08.53.19.717, IED_F3, 4, 0.370903, 0.324775, 0.161615, 0.182628, 0.731894 
08.53.19.718, IED_FC5, 4, 0.981145, 0.837634, 0.665109, 0.847481, 1.930698 
08.53.19.718, IED_T7, 4, 0.763039, 0.532371, 0.490943, 0.388943, 0.803514 
08.53.19.719, IED_P7, 4, 0.527382, 0.384785, 0.223885, 0.252522, 0.521853 
08.53.19.719, IED_Pz, 4, 0.591647, 0.876897, 0.504815, 0.621500, 0.562783 
08.53.19.720, IED_O1, 4, 0.591647, 0.876897, 0.504815, 0.621500, 0.562783 
08.53.19.720, IED_O2, 4, 0.935909, 1.343501, 1.322789, 1.459494, 0.612113 
08.53.19.721, IED_P8, 4, 1.129641, 0.839091, 0.800425, 0.945911, 1.199986 
08.53.19.722, IED_T8, 4, 0.846337, 0.578284, 1.059127, 0.778512, 0.818958 
08.53.19.722, IED_FC6, 4, 0.837194, 1.181076, 1.261054, 0.914898, 2.405920 
08.53.19.723, IED_F4, 4, 0.670580, 0.620801, 0.263420, 0.402322, 2.177098 
08.53.19.725, IED_F8, 4, 1.465690, 1.462892, 0.583417, 0.782071, 4.356798 
08.53.19.726, IED_AF4, 4, 1.357449, 1.247485, 0.294979, 0.332967, 3.482774 
08.53.20.726, IED_AF3, 4, 3.147724, 3.699985, 3.308769, 4.842378, 5.312575 
08.53.20.726, IED_F7, 4, 0.599314, 0.711535, 0.619430, 0.549070, 0.320303 
08.53.20.727, IED_F3, 4, 0.555719, 0.386856, 0.212006, 0.182685, 0.577156 
08.53.20.728, IED_FC5, 4, 0.776220, 0.449930, 0.342712, 0.466221, 0.571028 
08.53.20.729, IED_T7, 4, 0.333120, 0.290670, 0.612204, 0.548216, 0.329854 
08.53.20.729, IED_P7, 4, 0.452147, 0.355070, 0.307951, 0.184004, 0.094841 
08.53.20.730, IED_Pz, 4, 0.457986, 0.695739, 0.256376, 0.503286, 0.396588 
08.53.20.730, IED_O1, 4, 0.457986, 0.695739, 0.256376, 0.503286, 0.396588 
08.53.20.731, IED_O2, 4, 0.791639, 1.521962, 0.435601, 1.065855, 0.264660 
08.53.20.731, IED_P8, 4, 1.271956, 0.831065, 0.444943, 0.875116, 0.299999 
08.53.20.732, IED_T8, 4, 0.846400, 0.747901, 0.580218, 0.879973, 0.292067 
08.53.20.732, IED_FC6, 4, 0.989028, 0.796520, 1.308229, 1.129862, 0.552395 
08.53.20.733, IED_F4, 4, 0.609483, 0.427881, 0.422434, 0.375669, 0.521095 
08.53.20.733, IED_F8, 4, 1.231940, 0.635655, 0.775517, 0.760709, 0.290353 
08.53.20.734, IED_AF4, 4, 1.112575, 0.769120, 0.394698, 0.338505, 0.437164 
08.53.21.734, IED_AF3, 4, 5.977894, 5.721297, 4.733033, 3.035166, 10.789146 
08.53.21.735, IED_F7, 4, 0.196942, 0.348519, 0.413037, 0.575303, 1.421266 
08.53.21.736, IED_F3, 4, 0.242307, 0.118116, 0.158498, 0.150474, 0.414741 
08.53.21.736, IED_FC5, 4, 0.208177, 0.634891, 0.340262, 0.364102, 1.109853 
08.53.21.737, IED_T7, 4, 0.190929, 0.209701, 0.229700, 0.537300, 0.645642 
08.53.21.738, IED_P7, 4, 0.731593, 0.357647, 0.209383, 0.434954, 0.295786 
08.53.21.738, IED_Pz, 4, 1.122190, 0.598570, 0.251284, 0.567038, 0.267191 
08.53.21.739, IED_O1, 4, 1.122190, 0.598570, 0.251284, 0.567038, 0.267191 
08.53.21.739, IED_O2, 4, 1.885666, 0.889657, 0.630012, 1.210562, 0.527383 
08.53.21.739, IED_P8, 4, 1.432357, 0.595125, 0.494757, 0.942940, 1.352552 
08.53.21.740, IED_T8, 4, 1.046023, 0.227468, 0.667100, 1.277964, 1.124793 
08.53.21.741, IED_FC6, 4, 0.864824, 0.578573, 1.486465, 0.816670, 1.160020 
08.53.21.741, IED_F4, 4, 0.437918, 0.337124, 0.413204, 0.416232, 0.711681 
08.53.21.742, IED_F8, 4, 0.994287, 0.711737, 0.964370, 0.646186, 2.555731 
08.53.21.743, IED_AF4, 4, 0.742449, 0.546664, 0.487350, 0.493027, 1.951020 
08.53.22.743, IED_AF3, 4, 3.791645, 4.807181, 3.723332, 3.545411, 6.513622 
08.53.22.743, IED_F7, 4, 1.006920, 1.560815, 0.935540, 0.487778, 2.105048 
08.53.22.745, IED_F3, 4, 0.553629, 0.476927, 0.312601, 0.179133, 1.500485 
08.53.22.745, IED_FC5, 4, 0.529327, 0.753166, 0.861157, 0.446609, 1.296721 
08.53.22.745, IED_T7, 4, 0.532413, 0.700898, 1.041566, 0.554726, 0.348574 
08.53.22.747, IED_P7, 4, 0.590492, 0.236219, 0.504882, 0.368458, 0.204624 
08.53.22.747, IED_Pz, 4, 0.558687, 0.473150, 0.254970, 0.422582, 0.240077 
08.53.22.747, IED_O1, 4, 0.558687, 0.473150, 0.254970, 0.422582, 0.240077 
08.53.22.747, IED_O2, 4, 1.068022, 2.654347, 0.958769, 1.226932, 0.470460 
08.53.22.748, IED_P8, 4, 1.247426, 1.831201, 0.639143, 0.718293, 1.175183 
08.53.22.748, IED_T8, 4, 0.928267, 1.183751, 1.051675, 1.060568, 0.524720 
08.53.22.749, IED_FC6, 4, 1.029986, 1.313538, 1.499005, 0.982203, 1.933613 
08.53.22.749, IED_F4, 4, 0.859433, 0.898943, 0.631587, 0.394143, 1.919704 
08.53.22.750, IED_F8, 4, 1.781406, 1.615524, 0.742662, 0.794850, 4.957621 
08.53.22.751, IED_AF4, 4, 2.189935, 1.700566, 0.784817, 0.335570, 5.870882 
08.53.23.752, IED_AF3, 4, 18.924919, 5.723807, 3.458872, 1.824415, 7.131023 
08.53.23.752, IED_F7, 4, 1.141504, 0.798906, 0.849220, 0.570331, 6.443828 
08.53.23.753, IED_F3, 4, 0.304726, 0.424870, 0.251458, 0.216693, 1.265064 
08.53.23.753, IED_FC5, 4, 0.733476, 0.772259, 0.633997, 0.418040, 3.445943 
08.53.23.754, IED_T7, 4, 0.316723, 0.332051, 0.647040, 0.577624, 0.856430 
08.53.23.755, IED_P7, 4, 0.394293, 0.289174, 0.210231, 0.268573, 0.468475 
08.53.23.756, IED_Pz, 4, 0.420574, 0.621071, 0.466662, 0.566582, 0.768637 
08.53.23.756, IED_O1, 4, 0.420574, 0.621071, 0.466662, 0.566582, 0.768637 
08.53.23.757, IED_O2, 4, 1.078626, 1.158860, 0.502337, 1.028898, 1.053385 
08.53.23.758, IED_P8, 4, 1.292559, 1.133846, 0.635275, 0.809070, 2.223079 
08.53.23.759, IED_T8, 4, 0.538634, 0.687855, 0.904585, 0.985806, 1.361756 
08.53.23.759, IED_FC6, 4, 0.781629, 1.203647, 0.849848, 1.621895, 2.481473 
08.53.23.760, IED_F4, 4, 0.811126, 0.936580, 0.532250, 0.545214, 2.925686 
08.53.23.761, IED_F8, 4, 1.413924, 1.505557, 1.225860, 1.034386, 6.861393 
08.53.23.761, IED_AF4, 4, 1.656707, 1.458557, 0.746981, 0.543854, 8.492264 
08.53.24.762, IED_AF3, 4, 14.816403, 4.860843, 4.868809, 3.242851, 6.246626 
08.53.24.762, IED_F7, 4, 1.080119, 0.980597, 0.421346, 0.490766, 5.383539 
08.53.24.763, IED_F3, 4, 0.658428, 0.532806, 0.217983, 0.175227, 1.149734 
08.53.24.763, IED_FC5, 4, 1.282642, 1.372476, 0.498820, 0.649871, 2.414253 
08.53.24.763, IED_T7, 4, 1.763833, 0.557565, 0.398681, 0.675447, 1.374135 
08.53.24.764, IED_P7, 4, 0.770580, 0.302775, 0.281652, 0.299173, 0.790624 
08.53.24.765, IED_Pz, 4, 1.120915, 0.596873, 0.729296, 0.385250, 0.398231 
08.53.24.765, IED_O1, 4, 1.120915, 0.596873, 0.729296, 0.385250, 0.398231 
08.53.24.766, IED_O2, 4, 1.021435, 0.865785, 0.747786, 1.081701, 1.063198 
08.53.24.766, IED_P8, 4, 1.564740, 0.978932, 0.546989, 0.563027, 1.808830 
08.53.24.766, IED_T8, 4, 1.027371, 1.861818, 0.825723, 0.669746, 1.626454 
08.53.24.767, IED_FC6, 4, 1.301714, 1.333466, 0.569539, 1.329297, 2.009854 
08.53.24.768, IED_F4, 4, 1.194527, 1.160942, 0.470815, 0.315721, 1.847518 
08.53.24.768, IED_F8, 4, 1.676362, 1.427792, 1.039015, 0.676868, 5.808561 
08.53.24.769, IED_AF4, 4, 1.195574, 1.370856, 0.450483, 0.377851, 6.232666 
08.53.25.769, IED_AF3, 4, 5.165613, 7.176500, 4.926742, 2.318609, 8.398405 
08.53.25.769, IED_F7, 4, 1.411465, 0.463708, 0.565936, 0.490816, 1.834169 
08.53.25.770, IED_F3, 4, 0.468836, 0.207683, 0.184577, 0.126972, 0.361601 
08.53.25.771, IED_FC5, 4, 0.943172, 0.336242, 0.596796, 0.469850, 0.956180 
08.53.25.771, IED_T7, 4, 0.352806, 0.113297, 0.643081, 0.596113, 0.361602 
08.53.25.771, IED_P7, 4, 1.010219, 0.445885, 0.251054, 0.194673, 0.277864 
08.53.25.771, IED_Pz, 4, 1.772720, 0.722801, 0.382880, 0.364473, 0.718729 
08.53.25.772, IED_O1, 4, 1.772720, 0.722801, 0.382880, 0.364473, 0.718729 
08.53.25.773, IED_O2, 4, 1.605367, 1.348001, 0.769824, 0.898148, 1.085710 
08.53.25.773, IED_P8, 4, 1.439113, 1.654263, 0.741012, 0.870607, 1.011724 
08.53.25.774, IED_T8, 4, 1.138694, 0.961923, 0.669818, 0.571794, 0.348365 
08.53.25.775, IED_FC6, 4, 1.588594, 0.850934, 1.077013, 1.041297, 0.799138 
08.53.25.776, IED_F4, 4, 1.535192, 0.419898, 0.426607, 0.255814, 0.592571 
08.53.25.776, IED_F8, 4, 2.359390, 0.932631, 0.553783, 0.459813, 2.172362 
08.53.25.777, IED_AF4, 4, 1.939374, 0.857437, 0.400937, 0.297763, 1.548901 
08.53.26.778, IED_AF3, 4, 5.130746, 8.996274, 3.551307, 2.350030, 11.484589 
08.53.26.778, IED_F7, 4, 3.204611, 0.407670, 0.333730, 0.418905, 8.748061 
08.53.26.778, IED_F3, 4, 1.102246, 0.199316, 0.155707, 0.160180, 0.472985 
08.53.26.779, IED_FC5, 4, 2.407565, 0.180107, 0.518422, 0.550233, 2.900734 
08.53.26.780, IED_T7, 4, 0.228502, 0.532379, 0.380594, 0.311288, 0.393824 
08.53.26.780, IED_P7, 4, 0.234904, 0.537254, 0.363831, 0.266945, 0.599055 
08.53.26.780, IED_Pz, 4, 0.359880, 1.130668, 0.385773, 0.354803, 0.430959 
08.53.26.781, IED_O1, 4, 0.359880, 1.130668, 0.385773, 0.354803, 0.430959 
08.53.26.781, IED_O2, 4, 0.436553, 0.603367, 0.673375, 1.162807, 0.812747 
08.53.26.782, IED_P8, 4, 1.003221, 0.939063, 0.608965, 1.028864, 1.145559 
08.53.26.782, IED_T8, 4, 1.099797, 1.091068, 0.601817, 0.698740, 0.959730 
08.53.26.783, IED_FC6, 4, 2.896981, 0.954669, 0.894491, 0.871764, 2.847928 
08.53.26.783, IED_F4, 4, 2.537147, 0.302018, 0.294974, 0.285783, 1.628793 
08.53.26.785, IED_F8, 4, 6.278378, 0.698072, 0.481235, 0.557565, 10.477494 
08.53.26.785, IED_AF4, 4, 4.880349, 0.534119, 0.234819, 0.359632, 7.962851 
08.53.27.786, IED_AF3, 4, 23.962947, 11.228498, 9.020377, 2.691397, 104.717421 
08.53.27.786, IED_F7, 4, 1.755169, 0.741261, 0.668391, 0.467555, 10.556280 
08.53.27.787, IED_F3, 4, 0.588228, 0.220044, 0.499469, 0.199389, 1.287343 
08.53.27.787, IED_FC5, 4, 1.134518, 0.567383, 0.910981, 0.426098, 4.377853 
08.53.27.788, IED_T7, 4, 0.719845, 0.333581, 0.585088, 0.655998, 0.423618 
08.53.27.789, IED_P7, 4, 0.380827, 0.274939, 0.286197, 0.225466, 0.403522 
08.53.27.789, IED_Pz, 4, 0.926412, 0.573604, 0.338289, 0.610409, 0.568559 
08.53.27.790, IED_O1, 4, 0.926412, 0.573604, 0.338289, 0.610409, 0.568559 
08.53.27.790, IED_O2, 4, 0.844307, 2.309259, 1.222955, 1.314542, 0.900976 
08.53.27.791, IED_P8, 4, 0.626987, 1.112622, 1.213228, 1.044493, 0.514569 
08.53.27.792, IED_T8, 4, 1.435716, 1.780015, 1.640040, 0.823723, 2.212282 
08.53.27.793, IED_FC6, 4, 1.590651, 1.152496, 1.887821, 1.180699, 2.019322 
08.53.27.794, IED_F4, 4, 1.598237, 0.683537, 0.977649, 0.502098, 1.407545 
08.53.27.795, IED_F8, 4, 2.194488, 1.029340, 1.341221, 0.760966, 10.298687 
08.53.27.795, IED_AF4, 4, 2.236968, 0.753217, 0.829364, 0.388881, 8.608311 
08.53.28.796, IED_AF3, 4, 5.332002, 4.232316, 2.680194, 3.397330, 12.114516 
08.53.28.796, IED_F7, 4, 0.586581, 1.101749, 0.382397, 0.400885, 1.089164 
08.53.28.797, IED_F3, 4, 0.604325, 0.193635, 0.116270, 0.185058, 0.587723 
08.53.28.797, IED_FC5, 4, 1.089047, 1.042953, 0.499016, 0.513784, 0.943576 
08.53.28.798, IED_T7, 4, 0.641053, 0.481721, 0.501960, 0.381320, 0.450454 
08.53.28.798, IED_P7, 4, 0.451935, 0.139173, 0.224118, 0.248997, 0.309616 
08.53.28.798, IED_Pz, 4, 0.517291, 0.425694, 0.400177, 0.536346, 0.399455 
08.53.28.799, IED_O1, 4, 0.517291, 0.425694, 0.400177, 0.536346, 0.399455 
08.53.28.799, IED_O2, 4, 0.739181, 2.010900, 0.601283, 1.469015, 0.712023 
08.53.28.799, IED_P8, 4, 1.192579, 1.365383, 0.583769, 0.943207, 0.580148 
08.53.28.800, IED_T8, 4, 0.925590, 1.148120, 0.805204, 0.698339, 0.858491 
08.53.28.801, IED_FC6, 4, 1.014490, 0.930716, 1.086765, 1.072689, 0.474000 
08.53.28.802, IED_F4, 4, 0.973612, 0.845303, 0.384500, 0.325164, 0.495347 
08.53.28.802, IED_F8, 4, 1.295355, 0.815666, 0.657186, 0.488448, 1.980802 
08.53.28.803, IED_AF4, 4, 0.986601, 1.002167, 0.418494, 0.314481, 1.327097 
08.53.29.804, IED_AF3, 4, 9.737822, 8.892633, 3.181839, 2.662672, 3.352409 
08.53.29.805, IED_F7, 4, 1.170948, 0.467436, 0.676916, 0.502558, 1.258338 
08.53.29.805, IED_F3, 4, 0.990622, 0.170110, 0.124969, 0.115853, 1.111885 
08.53.29.805, IED_FC5, 4, 1.289667, 0.366105, 0.780836, 0.577333, 1.633222 
08.53.29.805, IED_T7, 4, 0.480786, 0.383426, 0.820344, 0.558486, 0.577767 
08.53.29.806, IED_P7, 4, 0.553263, 0.537703, 0.314339, 0.191745, 0.474009 
08.53.29.807, IED_Pz, 4, 1.223081, 0.858430, 0.392016, 0.549836, 0.767881 
08.53.29.807, IED_O1, 4, 1.223081, 0.858430, 0.392016, 0.549836, 0.767881 
08.53.29.807, IED_O2, 4, 0.870406, 1.581989, 1.030191, 1.603380, 1.722286 
08.53.29.808, IED_P8, 4, 1.930689, 1.549268, 1.039469, 1.340093, 1.954844 
08.53.29.808, IED_T8, 4, 1.584061, 0.468665, 0.826988, 0.864857, 2.080773 
08.53.29.809, IED_FC6, 4, 2.010796, 0.497614, 1.129208, 1.346449, 2.349739 
08.53.29.809, IED_F4, 4, 2.249937, 0.390920, 0.406497, 0.330028, 2.684969 
08.53.29.809, IED_F8, 4, 1.981763, 0.982146, 0.779725, 0.972503, 2.496394 
08.53.29.810, IED_AF4, 4, 2.219137, 0.359550, 0.409786, 0.355781, 2.813665 
08.53.30.811, IED_AF3, 4, 8.702314, 6.516579, 3.465880, 2.185835, 7.149944 
08.53.30.811, IED_F7, 4, 1.655244, 0.799545, 0.519154, 0.419420, 1.515353 
08.53.30.812, IED_F3, 4, 0.620585, 0.178216, 0.230603, 0.126681, 0.935380 
08.53.30.812, IED_FC5, 4, 1.444865, 0.443200, 0.736037, 0.602409, 1.278012 
08.53.30.813, IED_T7, 4, 1.236950, 0.182295, 0.518509, 0.447584, 0.778913 
08.53.30.813, IED_P7, 4, 1.217029, 0.202411, 0.363649, 0.228048, 0.322939 
08.53.30.815, IED_Pz, 4, 0.665170, 0.535011, 0.496670, 0.340420, 1.038867 
08.53.30.815, IED_O1, 4, 0.665170, 0.535011, 0.496670, 0.340420, 1.038867 
08.53.30.817, IED_O2, 4, 0.677477, 1.214655, 0.888589, 1.806786, 1.152049 
08.53.30.817, IED_P8, 4, 0.790772, 1.145448, 0.929557, 1.126701, 1.340625 
08.53.30.818, IED_T8, 4, 1.065789, 0.532460, 0.523686, 0.842380, 0.796258 
08.53.30.818, IED_FC6, 4, 1.942613, 0.739110, 1.365690, 0.447466, 1.568653 
08.53.30.819, IED_F4, 4, 2.210720, 0.282226, 0.458035, 0.318023, 2.062963 
08.53.30.819, IED_F8, 4, 2.225705, 1.373790, 1.098537, 0.566231, 2.995880 
08.53.30.820, IED_AF4, 4, 3.022804, 0.772044, 0.571321, 0.399014, 3.394582 
08.53.31.820, IED_AF3, 4, 10.374913, 10.242354, 4.685711, 3.633538, 49.918759 
08.53.31.820, IED_F7, 4, 2.344036, 1.645318, 0.986574, 0.723894, 9.926909 
08.53.31.821, IED_F3, 4, 0.641142, 0.204240, 0.202754, 0.103009, 0.667727 
08.53.31.821, IED_FC5, 4, 0.915157, 0.931653, 0.596041, 0.501296, 2.564885 
08.53.31.822, IED_T7, 4, 0.555538, 0.262283, 0.715566, 0.787219, 0.313817 
08.53.31.823, IED_P7, 4, 0.303159, 0.182671, 0.355088, 0.292370, 0.251345 
08.53.31.823, IED_Pz, 4, 0.388439, 0.166450, 0.334945, 0.567203, 0.554590 
08.53.31.824, IED_O1, 4, 0.388439, 0.166450, 0.334945, 0.567203, 0.554590 
08.53.31.824, IED_O2, 4, 0.571085, 0.744069, 1.002947, 1.383542, 0.509332 
08.53.31.825, IED_P8, 4, 0.809526, 0.965140, 0.695313, 0.833179, 0.567087 
08.53.31.826, IED_T8, 4, 0.569907, 0.992460, 0.589646, 0.661742, 0.716140 
08.53.31.827, IED_FC6, 4, 1.388103, 1.802583, 0.760442, 1.139755, 2.181661 
08.53.31.827, IED_F4, 4, 1.315320, 0.973687, 0.519118, 0.346507, 1.772765 
08.53.31.828, IED_F8, 4, 2.823723, 1.029835, 0.759315, 0.560699, 8.621535 
08.53.31.829, IED_AF4, 4, 2.371287, 1.300748, 0.628955, 0.403565, 7.620145 
08.53.32.829, IED_AF3, 4, 5.748072, 9.852746, 5.108730, 2.299172, 7.494687 
08.53.32.829, IED_F7, 4, 2.281124, 0.875962, 0.396079, 0.431834, 4.560031 
08.53.32.830, IED_F3, 4, 0.826707, 0.395249, 0.244993, 0.182070, 0.653324 
08.53.32.830, IED_FC5, 4, 2.168531, 0.887091, 0.572675, 0.396565, 2.543327 
08.53.32.831, IED_T7, 4, 0.596552, 0.476867, 0.701605, 0.370135, 1.513737 
08.53.32.832, IED_P7, 4, 0.375235, 0.454707, 0.250779, 0.350558, 1.049143 
08.53.32.832, IED_Pz, 4, 0.259822, 0.344284, 0.303381, 0.587782, 1.201120 
08.53.32.832, IED_O1, 4, 0.259822, 0.344284, 0.303381, 0.587782, 1.201120 
08.53.32.833, IED_O2, 4, 0.608139, 1.217021, 1.152720, 1.503388, 0.710276 
08.53.32.833, IED_P8, 4, 0.687545, 0.984613, 0.906859, 1.085644, 1.872987 
08.53.32.833, IED_T8, 4, 0.490571, 0.504772, 0.587108, 1.148591, 1.236572 
08.53.32.834, IED_FC6, 4, 1.077868, 0.611877, 0.927995, 1.434668, 3.135914 
08.53.32.834, IED_F4, 4, 0.958002, 0.604054, 0.404651, 0.412760, 1.332330 
08.53.32.835, IED_F8, 4, 4.122029, 3.437040, 1.202531, 1.129785, 11.658052 
08.53.32.836, IED_AF4, 4, 1.988150, 0.827833, 0.398932, 0.452557, 5.121115 
08.53.33.837, IED_AF3, 4, 8.642190, 8.175062, 2.510955, 1.910062, 6.118228 
08.53.33.838, IED_F7, 4, 0.591580, 1.531507, 0.279662, 0.594229, 1.044691 
08.53.33.839, IED_F3, 4, 0.392317, 0.279857, 0.128030, 0.244796, 1.155840 
08.53.33.840, IED_FC5, 4, 0.497895, 1.368357, 0.429226, 0.794381, 2.036057 
08.53.33.840, IED_T7, 4, 0.498162, 0.465682, 0.700851, 0.609617, 0.855196 
08.53.33.841, IED_P7, 4, 0.107202, 0.472960, 0.191240, 0.470661, 0.643523 
08.53.33.842, IED_Pz, 4, 0.539951, 0.782269, 0.292607, 0.631299, 0.565677 
08.53.33.842, IED_O1, 4, 0.539951, 0.782269, 0.292607, 0.631299, 0.565677 
08.53.33.843, IED_O2, 4, 0.986555, 0.889135, 0.626308, 2.434898, 1.075283 
08.53.33.844, IED_P8, 4, 1.668478, 1.173672, 0.607956, 1.790309, 1.044116 
08.53.33.845, IED_T8, 4, 1.503557, 1.468435, 0.902038, 1.525315, 1.124938 
08.53.33.845, IED_FC6, 4, 0.867037, 2.288776, 1.336449, 1.167200, 1.009667 
08.53.33.846, IED_F4, 4, 0.823098, 1.139180, 0.307112, 0.531065, 0.676781 
08.53.33.846, IED_F8, 4, 6.330027, 4.284189, 2.207707, 1.698720, 27.238261 
08.53.33.847, IED_AF4, 4, 1.061329, 1.668819, 0.290335, 0.550028, 1.215078 
08.53.34.848, IED_AF3, 4, 9.976826, 3.843119, 4.847839, 2.431994, 16.435641 
08.53.34.848, IED_F7, 4, 3.363685, 1.733140, 0.391504, 0.398985, 17.121519 
08.53.34.849, IED_F3, 4, 0.665480, 0.243731, 0.277029, 0.172504, 2.255172 
08.53.34.850, IED_FC5, 4, 3.063426, 2.063715, 0.815507, 0.597073, 4.865802 
08.53.34.851, IED_T7, 4, 0.470214, 0.742884, 0.452336, 0.579145, 2.533170 
08.53.34.851, IED_P7, 4, 0.428546, 0.330500, 0.290592, 0.381475, 1.510965 
08.53.34.852, IED_Pz, 4, 0.669050, 0.533115, 0.345832, 0.616201, 2.993644 
08.53.34.852, IED_O1, 4, 0.669050, 0.533115, 0.345832, 0.616201, 2.993644 
08.53.34.853, IED_O2, 4, 2.380722, 3.028721, 0.915748, 1.749233, 2.544209 
08.53.34.853, IED_P8, 4, 2.125291, 2.169248, 0.846807, 1.339163, 4.216464 
08.53.34.854, IED_T8, 4, 0.587383, 0.824402, 0.762661, 0.825657, 3.388538 
08.53.34.854, IED_FC6, 4, 1.776449, 1.143723, 1.386707, 1.278337, 6.421911 
08.53.34.854, IED_F4, 4, 0.694688, 0.835376, 0.622818, 0.388413, 4.729703 
08.53.34.855, IED_F8, 4, 1.347058, 1.467196, 1.091088, 0.647720, 41.910126 
08.53.34.855, IED_AF4, 4, 1.538351, 1.408171, 0.801758, 0.493113, 19.234401 
08.53.35.856, IED_AF3, 4, 2.829917, 5.826021, 4.468006, 3.630866, 8.555306 
08.53.35.856, IED_F7, 4, 1.564917, 0.453780, 0.592790, 0.854853, 7.943713 
08.53.35.857, IED_F3, 4, 0.184972, 0.293186, 0.257070, 0.167973, 2.042676 
08.53.35.857, IED_FC5, 4, 1.989999, 0.461408, 0.979276, 1.017119, 5.625760 
08.53.35.857, IED_T7, 4, 1.270000, 0.729342, 1.044915, 0.789631, 4.451144 
08.53.35.858, IED_P7, 4, 0.936745, 0.391287, 0.976213, 0.401945, 1.998280 
08.53.35.858, IED_Pz, 4, 0.875047, 0.971623, 1.483564, 0.563350, 2.545684 
08.53.35.859, IED_O1, 4, 0.875047, 0.971623, 1.483564, 0.563350, 2.545684 
